claim_id,repair_id,vehicle_id,replaced_part_1,replaced_part_1_cost,replaced_part_2,replaced_part_2_cost,replaced_part_3,replaced_part_3_cost,replaced_part_4,replaced_part_4_cost,replaced_part_5,replaced_part_5_cost,repaired_part_1,repaired_part_1_cost,repaired_part_2,repaired_part_2_cost,repaired_part_3,repaired_part_3_cost,repaired_part_4,repaired_part_4_cost,repaired_part_5,repaired_part_5_cost,num_parts_replaced,replaced_cost_total,overflow_replaced_count,num_parts_repaired,repaired_cost_total,overflow_repaired_count,num_parts_reused,reused_cost_total,total_parts_cost,pct_cost_replaced
403,568,1188,Headlight Assembly - Left,2009.07,,,,,,,,,Grille,1098.18,,,,,,,,,1,2009.07,0,1,1098.18,0,0,0.0,3107.25,0.6466
404,569,48,,,,,,,,,,,Headlight Assembly - Right,2937.25,,,,,,,,,0,0.0,0,1,2937.25,0,0,0.0,2937.25,0.0
405,570,4879,Front Bumper Cover,489.0,Front Fender - Left,273.86,,,,,,,Headlight Assembly - Left,228.56,,,,,,,,,2,762.86,0,1,228.56,0,0,0.0,991.42,0.7695
405,571,4879,,,,,,,,,,,Headlight Assembly - Left,2274.53,,,,,,,,,0,0.0,0,1,2274.53,0,0,0.0,2274.53,0.0
406,572,3692,Quarter Panel,843.23,,,,,,,,,,,,,,,,,,,1,843.23,0,0,0.0,0,0,0.0,843.23,1.0
407,573,4147,,,,,,,,,,,Door Panel - Driver,248.79,Front Fender - Left,159.41,,,,,,,0,0.0,0,2,408.2,0,1,349.93,758.13,0.0
408,574,3254,Rear Bumper Cover,1226.75,,,,,,,,,Tail Light Assembly,502.59,,,,,,,,,1,1226.75,0,1,502.59,0,0,0.0,1729.34,0.7094
409,575,4079,Front Fender - Right,456.09,,,,,,,,,Door Panel - Passenger,386.6,,,,,,,,,1,456.09,0,1,386.6,0,0,0.0,842.69,0.5412
410,576,1287,,,,,,,,,,,Rear Bumper Cover,716.42,,,,,,,,,0,0.0,0,1,716.42,0,0,0.0,716.42,0.0
411,577,359,,,,,,,,,,,Grille,605.72,,,,,,,,,0,0.0,0,1,605.72,0,0,0.0,605.72,0.0
412,578,2901,,,,,,,,,,,Rear Bumper Cover,729.14,,,,,,,,,0,0.0,0,1,729.14,0,1,388.84,1117.98,0.0
413,579,1486,,,,,,,,,,,Grille,940.03,,,,,,,,,0,0.0,0,1,940.03,0,0,0.0,940.03,0.0
414,580,3707,Rear Bumper Cover,765.85,,,,,,,,,,,,,,,,,,,1,765.85,0,0,0.0,0,0,0.0,765.85,1.0
414,581,3707,,,,,,,,,,,Rear Bumper Cover,757.4,,,,,,,,,0,0.0,0,1,757.4,0,0,0.0,757.4,0.0
415,582,6344,Grille,943.58,,,,,,,,,,,,,,,,,,,1,943.58,0,0,0.0,0,0,0.0,943.58,1.0
415,583,6344,Front Fender - Left,1012.61,,,,,,,,,,,,,,,,,,,1,1012.61,0,0,0.0,0,0,0.0,1012.61,1.0
416,584,5810,Quarter Panel,780.9,Rear Bumper Cover,444.25,,,,,,,,,,,,,,,,,2,1225.15,0,0,0.0,0,0,0.0,1225.15,1.0
417,585,1543,,,,,,,,,,,Grille,373.76,,,,,,,,,0,0.0,0,1,373.76,0,0,0.0,373.76,0.0
418,586,6467,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,484.08,484.08,0.0
418,587,6467,Door Panel - Driver,1119.28,,,,,,,,,,,,,,,,,,,1,1119.28,0,0,0.0,0,0,0.0,1119.28,1.0
419,588,4245,Front Bumper Cover,559.58,,,,,,,,,,,,,,,,,,,1,559.58,0,0,0.0,0,0,0.0,559.58,1.0
419,589,4245,,,,,,,,,,,Headlight Assembly - Right,964.5,,,,,,,,,0,0.0,0,1,964.5,0,0,0.0,964.5,0.0
420,590,135,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,579.71,579.71,0.0
421,591,3725,Rear Bumper Cover,549.16,,,,,,,,,,,,,,,,,,,1,549.16,0,0,0.0,0,0,0.0,549.16,1.0
422,592,1613,Tail Light Assembly,1022.12,,,,,,,,,,,,,,,,,,,1,1022.12,0,0,0.0,0,0,0.0,1022.12,1.0
423,593,5703,Tail Light Assembly,1457.73,,,,,,,,,Rear Bumper Cover,1632.17,,,,,,,,,1,1457.73,0,1,1632.17,0,0,0.0,3089.9,0.4718
424,594,2043,Rear Bumper Cover,8360.49,Tail Light Assembly,3521.9,,,,,,,,,,,,,,,,,2,11882.39,0,0,0.0,0,0,0.0,11882.39,1.0
424,595,2043,Rear Bumper Cover,7555.68,Tail Light Assembly,2087.0,,,,,,,,,,,,,,,,,2,9642.68,0,0,0.0,0,0,0.0,9642.68,1.0
425,596,2751,Front Fender - Right,251.22,,,,,,,,,,,,,,,,,,,1,251.22,0,0,0.0,0,1,702.16,953.38,0.2635
426,597,3937,Headlight Assembly - Left,6523.13,,,,,,,,,,,,,,,,,,,1,6523.13,0,0,0.0,0,0,0.0,6523.13,1.0
427,598,201,Rear Bumper Cover,236.01,Quarter Panel,218.36,,,,,,,,,,,,,,,,,2,454.37,0,0,0.0,0,0,0.0,454.37,1.0
428,599,5373,Rear Bumper Cover,5519.28,,,,,,,,,,,,,,,,,,,1,5519.28,0,0,0.0,0,0,0.0,5519.28,1.0
428,600,5373,,,,,,,,,,,Quarter Panel,2568.25,Rear Bumper Cover,1520.46,Tail Light Assembly,874.92,,,,,0,0.0,0,3,4963.63,0,0,0.0,4963.63,0.0
429,601,2719,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,2,688.23,688.23,0.0
430,602,5075,Rear Bumper Cover,844.03,,,,,,,,,,,,,,,,,,,1,844.03,0,0,0.0,0,1,1036.45,1880.48,0.4488
431,603,1658,Headlight Assembly - Left,1994.61,,,,,,,,,,,,,,,,,,,1,1994.61,0,0,0.0,0,0,0.0,1994.61,1.0
432,604,1738,Rear Bumper Cover,2678.99,Tail Light Assembly,2276.66,,,,,,,,,,,,,,,,,2,4955.65,0,0,0.0,0,0,0.0,4955.65,1.0
433,605,1651,Grille,1125.66,,,,,,,,,Headlight Assembly - Left,2714.27,,,,,,,,,1,1125.66,0,1,2714.27,0,0,0.0,3839.93,0.2931
433,606,1651,,,,,,,,,,,Headlight Assembly - Left,9969.5,,,,,,,,,0,0.0,0,1,9969.5,0,0,0.0,9969.5,0.0
433,607,1651,Headlight Assembly - Left,4525.21,,,,,,,,,,,,,,,,,,,1,4525.21,0,0,0.0,0,0,0.0,4525.21,1.0
434,608,796,Quarter Panel,855.82,Door Panel - Passenger,733.89,,,,,,,,,,,,,,,,,2,1589.71,0,0,0.0,0,0,0.0,1589.71,1.0
435,609,5053,Grille,761.84,,,,,,,,,,,,,,,,,,,1,761.84,0,0,0.0,0,0,0.0,761.84,1.0
436,610,3006,,,,,,,,,,,Rear Bumper Cover,896.86,,,,,,,,,0,0.0,0,1,896.86,0,0,0.0,896.86,0.0
437,611,4869,,,,,,,,,,,Grille,976.81,,,,,,,,,0,0.0,0,1,976.81,0,0,0.0,976.81,0.0
438,612,5717,,,,,,,,,,,Front Fender - Left,723.8,,,,,,,,,0,0.0,0,1,723.8,0,0,0.0,723.8,0.0
439,613,6667,Front Fender - Left,1391.06,,,,,,,,,,,,,,,,,,,1,1391.06,0,0,0.0,0,0,0.0,1391.06,1.0
440,614,2247,Rear Bumper Cover,1209.34,Tail Light Assembly,624.61,,,,,,,,,,,,,,,,,2,1833.95,0,0,0.0,0,0,0.0,1833.95,1.0
441,615,894,,,,,,,,,,,Front Fender - Right,1297.47,,,,,,,,,0,0.0,0,1,1297.47,0,0,0.0,1297.47,0.0
442,616,4525,,,,,,,,,,,Quarter Panel,715.22,,,,,,,,,0,0.0,0,1,715.22,0,0,0.0,715.22,0.0
443,617,6650,Tail Light Assembly,970.74,,,,,,,,,,,,,,,,,,,1,970.74,0,0,0.0,0,0,0.0,970.74,1.0
444,618,3021,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,693.9,693.9,0.0
444,619,3021,Quarter Panel,290.92,,,,,,,,,,,,,,,,,,,1,290.92,0,0,0.0,0,0,0.0,290.92,1.0
445,620,4902,Door Panel - Passenger,692.21,Quarter Panel,522.35,,,,,,,Front Fender - Right,404.97,,,,,,,,,2,1214.56,0,1,404.97,0,0,0.0,1619.53,0.7499
446,621,1601,,,,,,,,,,,Rear Bumper Cover,837.26,,,,,,,,,0,0.0,0,1,837.26,0,0,0.0,837.26,0.0
446,622,1601,Tail Light Assembly,118.12,,,,,,,,,Quarter Panel,525.15,,,,,,,,,1,118.12,0,1,525.15,0,0,0.0,643.27,0.1836
446,623,1601,Rear Bumper Cover,185.47,,,,,,,,,Quarter Panel,541.65,,,,,,,,,1,185.47,0,1,541.65,0,0,0.0,727.12,0.2551
447,624,6219,,,,,,,,,,,Tail Light Assembly,544.91,,,,,,,,,0,0.0,0,1,544.91,0,0,0.0,544.91,0.0
448,625,5954,,,,,,,,,,,Front Fender - Left,1177.5,,,,,,,,,0,0.0,0,1,1177.5,0,0,0.0,1177.5,0.0
448,626,5954,,,,,,,,,,,Front Bumper Cover,1600.71,,,,,,,,,0,0.0,0,1,1600.71,0,0,0.0,1600.71,0.0
448,627,5954,Grille,2160.18,,,,,,,,,,,,,,,,,,,1,2160.18,0,0,0.0,0,0,0.0,2160.18,1.0
449,628,243,Radiator Support,6361.73,Headlight Assembly - Right,5319.99,,,,,,,,,,,,,,,,,2,11681.72,0,0,0.0,0,0,0.0,11681.72,1.0
449,629,243,Front Bumper Cover,4069.08,Headlight Assembly - Right,2280.71,,,,,,,Headlight Assembly - Left,3805.2,,,,,,,,,2,6349.79,0,1,3805.2,0,0,0.0,10154.99,0.6253
450,630,5651,,,,,,,,,,,Quarter Panel,869.73,Rear Bumper Cover,321.05,,,,,,,0,0.0,0,2,1190.78,0,0,0.0,1190.78,0.0
451,631,1095,,,,,,,,,,,Door Panel - Passenger,516.31,,,,,,,,,0,0.0,0,1,516.31,0,0,0.0,516.31,0.0
452,632,6554,Windshield,1680.62,Front Bumper Cover,1650.48,,,,,,,,,,,,,,,,,2,3331.1,0,0,0.0,0,0,0.0,3331.1,1.0
453,633,4737,,,,,,,,,,,Front Fender - Left,948.09,,,,,,,,,0,0.0,0,1,948.09,0,0,0.0,948.09,0.0
454,634,470,Front Bumper Cover,880.68,Headlight Assembly - Right,602.87,,,,,,,,,,,,,,,,,2,1483.55,0,0,0.0,0,0,0.0,1483.55,1.0
455,635,6306,Quarter Panel,476.84,Front Fender - Left,286.4,,,,,,,,,,,,,,,,,2,763.24,0,0,0.0,0,1,503.02,1266.26,0.6028
456,636,1851,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,1123.77,1123.77,0.0
457,637,4692,Tail Light Assembly,1201.55,,,,,,,,,,,,,,,,,,,1,1201.55,0,0,0.0,0,0,0.0,1201.55,1.0
458,638,4493,Tail Light Assembly,1148.86,,,,,,,,,Rear Bumper Cover,944.38,,,,,,,,,1,1148.86,0,1,944.38,0,0,0.0,2093.24,0.5488
458,639,4493,Rear Bumper Cover,2861.9,,,,,,,,,,,,,,,,,,,1,2861.9,0,0,0.0,0,0,0.0,2861.9,1.0
459,640,6668,Rear Bumper Cover,1438.29,,,,,,,,,,,,,,,,,,,1,1438.29,0,0,0.0,0,0,0.0,1438.29,1.0
460,641,5551,Tail Light Assembly,2421.74,,,,,,,,,,,,,,,,,,,1,2421.74,0,0,0.0,0,0,0.0,2421.74,1.0
461,642,2766,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,5327.03,5327.03,0.0
462,643,4768,Door Panel - Driver,1517.35,Quarter Panel,1142.96,,,,,,,,,,,,,,,,,2,2660.31,0,0,0.0,0,0,0.0,2660.31,1.0
462,644,4768,Quarter Panel,1268.67,Door Panel - Driver,1104.74,Front Fender - Left,444.42,,,,,,,,,,,,,,,3,2817.83,0,0,0.0,0,0,0.0,2817.83,1.0
463,645,5820,Tail Light Assembly,2366.62,,,,,,,,,,,,,,,,,,,1,2366.62,0,0,0.0,0,0,0.0,2366.62,1.0
464,646,3101,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,792.6,792.6,0.0
465,647,369,,,,,,,,,,,Quarter Panel,222.62,Rear Bumper Cover,123.43,,,,,,,0,0.0,0,2,346.05,0,0,0.0,346.05,0.0
466,648,3245,Tail Light Assembly,2642.28,,,,,,,,,,,,,,,,,,,1,2642.28,0,0,0.0,0,0,0.0,2642.28,1.0
467,649,1320,Front Fender - Right,755.59,,,,,,,,,,,,,,,,,,,1,755.59,0,0,0.0,0,0,0.0,755.59,1.0
468,650,6487,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,2740.97,2740.97,0.0
469,651,5870,,,,,,,,,,,Rear Bumper Cover,819.94,,,,,,,,,0,0.0,0,1,819.94,0,0,0.0,819.94,0.0
470,652,5838,Tail Light Assembly,1626.47,,,,,,,,,,,,,,,,,,,1,1626.47,0,0,0.0,0,0,0.0,1626.47,1.0
470,653,5838,Quarter Panel,812.08,,,,,,,,,Tail Light Assembly,208.92,,,,,,,,,1,812.08,0,1,208.92,0,0,0.0,1021.0,0.7954
471,654,3203,,,,,,,,,,,Front Fender - Right,668.31,,,,,,,,,0,0.0,0,1,668.31,0,0,0.0,668.31,0.0
472,655,5829,,,,,,,,,,,Headlight Assembly - Right,1276.68,Grille,611.13,,,,,,,0,0.0,0,2,1887.81,0,0,0.0,1887.81,0.0
472,656,5829,Front Fender - Right,1450.33,,,,,,,,,,,,,,,,,,,1,1450.33,0,0,0.0,0,0,0.0,1450.33,1.0
473,657,2645,Rear Bumper Cover,529.0,,,,,,,,,,,,,,,,,,,1,529.0,0,0,0.0,0,1,659.7,1188.7,0.445
474,658,5056,,,,,,,,,,,Quarter Panel,564.99,,,,,,,,,0,0.0,0,1,564.99,0,0,0.0,564.99,0.0
475,659,1261,Quarter Panel,796.19,,,,,,,,,,,,,,,,,,,1,796.19,0,0,0.0,0,1,156.95,953.14,0.8353
475,660,1261,Quarter Panel,623.28,,,,,,,,,,,,,,,,,,,1,623.28,0,0,0.0,0,0,0.0,623.28,1.0
476,661,5256,Front Bumper Cover,629.16,,,,,,,,,,,,,,,,,,,1,629.16,0,0,0.0,0,0,0.0,629.16,1.0
477,662,2710,,,,,,,,,,,Rear Bumper Cover,387.6,,,,,,,,,0,0.0,0,1,387.6,0,0,0.0,387.6,0.0
478,663,2256,Radiator Support,562.88,Headlight Assembly - Left,149.68,,,,,,,,,,,,,,,,,2,712.56,0,0,0.0,0,0,0.0,712.56,1.0
479,664,1644,,,,,,,,,,,Quarter Panel,722.94,,,,,,,,,0,0.0,0,1,722.94,0,0,0.0,722.94,0.0
480,665,3354,Tail Light Assembly,1914.25,,,,,,,,,,,,,,,,,,,1,1914.25,0,0,0.0,0,0,0.0,1914.25,1.0
481,666,2987,Rear Bumper Cover,867.66,,,,,,,,,,,,,,,,,,,1,867.66,0,0,0.0,0,1,343.37,1211.03,0.7165
481,667,2987,Rear Bumper Cover,367.27,,,,,,,,,Quarter Panel,610.93,Tail Light Assembly,126.43,,,,,,,1,367.27,0,2,737.36,0,0,0.0,1104.63,0.3325
482,668,2378,Rear Bumper Cover,1503.07,,,,,,,,,Tail Light Assembly,654.94,,,,,,,,,1,1503.07,0,1,654.94,0,0,0.0,2158.01,0.6965
482,669,2378,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,1897.65,1897.65,0.0
482,670,2378,Quarter Panel,854.88,,,,,,,,,,,,,,,,,,,1,854.88,0,0,0.0,0,0,0.0,854.88,1.0
483,671,2712,Headlight Assembly - Right,10205.87,,,,,,,,,,,,,,,,,,,1,10205.87,0,0,0.0,0,0,0.0,10205.87,1.0
484,672,6114,Headlight Assembly - Left,694.95,,,,,,,,,Radiator Support,634.26,Headlight Assembly - Right,338.94,,,,,,,1,694.95,0,2,973.2,0,0,0.0,1668.15,0.4166
484,673,6114,Headlight Assembly - Right,2137.09,,,,,,,,,,,,,,,,,,,1,2137.09,0,0,0.0,0,0,0.0,2137.09,1.0
485,674,5313,,,,,,,,,,,Rear Bumper Cover,2415.5,Tail Light Assembly,1063.32,,,,,,,0,0.0,0,2,3478.82,0,0,0.0,3478.82,0.0
485,675,5313,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,4799.64,4799.64,0.0
486,676,3554,Front Fender - Right,3363.04,,,,,,,,,,,,,,,,,,,1,3363.04,0,0,0.0,0,0,0.0,3363.04,1.0
487,677,4648,,,,,,,,,,,Rear Bumper Cover,947.36,,,,,,,,,0,0.0,0,1,947.36,0,0,0.0,947.36,0.0
488,678,2166,,,,,,,,,,,Front Fender - Left,287.87,,,,,,,,,0,0.0,0,1,287.87,0,1,433.29,721.16,0.0
489,679,4873,,,,,,,,,,,Front Bumper Cover,547.03,,,,,,,,,0,0.0,0,1,547.03,0,0,0.0,547.03,0.0
490,680,6491,,,,,,,,,,,Grille,1139.25,,,,,,,,,0,0.0,0,1,1139.25,0,0,0.0,1139.25,0.0
490,681,6491,,,,,,,,,,,Grille,1125.45,,,,,,,,,0,0.0,0,1,1125.45,0,0,0.0,1125.45,0.0
490,682,6491,,,,,,,,,,,Grille,955.59,,,,,,,,,0,0.0,0,1,955.59,0,0,0.0,955.59,0.0
491,683,6698,,,,,,,,,,,Grille,1389.71,,,,,,,,,0,0.0,0,1,1389.71,0,0,0.0,1389.71,0.0
492,684,4222,,,,,,,,,,,Door Panel - Driver,614.27,,,,,,,,,0,0.0,0,1,614.27,0,0,0.0,614.27,0.0
492,685,4222,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,404.06,404.06,0.0
493,686,3713,,,,,,,,,,,Tail Light Assembly,664.73,,,,,,,,,0,0.0,0,1,664.73,0,0,0.0,664.73,0.0
494,687,4072,,,,,,,,,,,Tail Light Assembly,1827.31,,,,,,,,,0,0.0,0,1,1827.31,0,0,0.0,1827.31,0.0
494,688,4072,Tail Light Assembly,2125.13,,,,,,,,,,,,,,,,,,,1,2125.13,0,0,0.0,0,0,0.0,2125.13,1.0
495,689,3487,Door Panel - Driver,4827.4,,,,,,,,,,,,,,,,,,,1,4827.4,0,0,0.0,0,0,0.0,4827.4,1.0
496,690,5796,Quarter Panel,2309.05,,,,,,,,,,,,,,,,,,,1,2309.05,0,0,0.0,0,0,0.0,2309.05,1.0
497,691,721,Tail Light Assembly,910.32,,,,,,,,,,,,,,,,,,,1,910.32,0,0,0.0,0,0,0.0,910.32,1.0
498,692,2153,Headlight Assembly - Left,4753.62,,,,,,,,,,,,,,,,,,,1,4753.62,0,0,0.0,0,0,0.0,4753.62,1.0
499,693,4559,,,,,,,,,,,Grille,557.36,,,,,,,,,0,0.0,0,1,557.36,0,0,0.0,557.36,0.0
500,694,489,,,,,,,,,,,Tail Light Assembly,1723.69,,,,,,,,,0,0.0,0,1,1723.69,0,0,0.0,1723.69,0.0
501,695,4627,,,,,,,,,,,Door Panel - Driver,2112.72,,,,,,,,,0,0.0,0,1,2112.72,0,0,0.0,2112.72,0.0
502,696,2949,Rear Bumper Cover,3140.42,,,,,,,,,,,,,,,,,,,1,3140.42,0,0,0.0,0,0,0.0,3140.42,1.0
503,697,5226,Windshield,1541.02,Front Fender - Right,672.46,,,,,,,Door Panel - Passenger,1711.27,,,,,,,,,2,2213.48,0,1,1711.27,0,0,0.0,3924.75,0.564
504,698,3676,Radiator Support,603.41,,,,,,,,,,,,,,,,,,,1,603.41,0,0,0.0,0,1,426.78,1030.19,0.5857
504,699,3676,,,,,,,,,,,Headlight Assembly - Right,1334.4,,,,,,,,,0,0.0,0,1,1334.4,0,0,0.0,1334.4,0.0
504,700,3676,Front Bumper Cover,914.65,,,,,,,,,,,,,,,,,,,1,914.65,0,0,0.0,0,0,0.0,914.65,1.0
505,701,3334,Radiator Support,1206.59,Headlight Assembly - Right,1124.47,,,,,,,,,,,,,,,,,2,2331.06,0,0,0.0,0,0,0.0,2331.06,1.0
505,702,3334,Radiator Support,932.2,Grille,144.64,,,,,,,Hood,992.73,,,,,,,,,2,1076.84,0,1,992.73,0,0,0.0,2069.57,0.5203
506,703,2254,Rear Bumper Cover,1913.99,Tail Light Assembly,1387.33,,,,,,,,,,,,,,,,,2,3301.32,0,0,0.0,0,0,0.0,3301.32,1.0
506,704,2254,Windshield,2959.75,,,,,,,,,Rear Bumper Cover,1745.65,,,,,,,,,1,2959.75,0,1,1745.65,0,0,0.0,4705.4,0.629
506,705,2254,Rear Bumper Cover,3592.05,Tail Light Assembly,1934.25,,,,,,,,,,,,,,,,,2,5526.3,0,0,0.0,0,0,0.0,5526.3,1.0
507,706,6463,Windshield,2299.43,Rear Bumper Cover,1356.92,,,,,,,,,,,,,,,,,2,3656.35,0,0,0.0,0,0,0.0,3656.35,1.0
508,707,2678,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,1699.39,1699.39,0.0
508,708,2678,Tail Light Assembly,1865.99,,,,,,,,,,,,,,,,,,,1,1865.99,0,0,0.0,0,0,0.0,1865.99,1.0
509,709,3785,,,,,,,,,,,Front Bumper Cover,735.37,,,,,,,,,0,0.0,0,1,735.37,0,0,0.0,735.37,0.0
510,710,3913,Door Panel - Passenger,1325.8,,,,,,,,,,,,,,,,,,,1,1325.8,0,0,0.0,0,0,0.0,1325.8,1.0
511,711,4406,Door Panel - Driver,2106.47,,,,,,,,,Front Fender - Left,897.64,,,,,,,,,1,2106.47,0,1,897.64,0,0,0.0,3004.11,0.7012
512,712,4264,Headlight Assembly - Left,2747.89,Grille,940.59,,,,,,,Front Fender - Left,3082.64,,,,,,,,,2,3688.48,0,1,3082.64,0,0,0.0,6771.12,0.5447
513,713,1289,,,,,,,,,,,Quarter Panel,329.29,,,,,,,,,0,0.0,0,1,329.29,0,1,171.08,500.37,0.0
514,714,5439,Door Panel - Driver,790.43,Front Fender - Left,313.92,,,,,,,,,,,,,,,,,2,1104.35,0,0,0.0,0,0,0.0,1104.35,1.0
515,715,2942,,,,,,,,,,,Front Bumper Cover,568.41,Radiator Support,496.4,,,,,,,0,0.0,0,2,1064.81,0,0,0.0,1064.81,0.0
516,716,2519,Front Bumper Cover,529.22,,,,,,,,,,,,,,,,,,,1,529.22,0,0,0.0,0,1,199.92,729.14,0.7258
517,717,3810,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,982.68,982.68,0.0
517,718,3810,,,,,,,,,,,Quarter Panel,523.54,,,,,,,,,0,0.0,0,1,523.54,0,1,281.41,804.95,0.0
518,719,2922,,,,,,,,,,,Headlight Assembly - Left,668.91,Grille,395.13,,,,,,,0,0.0,0,2,1064.04,0,0,0.0,1064.04,0.0
518,720,2922,,,,,,,,,,,Headlight Assembly - Left,6204.27,,,,,,,,,0,0.0,0,1,6204.27,0,0,0.0,6204.27,0.0
519,721,2473,Rear Bumper Cover,711.14,Tail Light Assembly,622.61,,,,,,,,,,,,,,,,,2,1333.75,0,0,0.0,0,0,0.0,1333.75,1.0
520,722,6229,Quarter Panel,886.66,,,,,,,,,,,,,,,,,,,1,886.66,0,0,0.0,0,0,0.0,886.66,1.0
521,723,3231,Front Bumper Cover,790.05,,,,,,,,,Front Fender - Left,550.27,,,,,,,,,1,790.05,0,1,550.27,0,0,0.0,1340.32,0.5894
522,724,129,Windshield,1140.88,,,,,,,,,,,,,,,,,,,1,1140.88,0,0,0.0,0,0,0.0,1140.88,1.0
523,725,5014,Headlight Assembly - Right,458.11,,,,,,,,,Radiator Support,1583.34,,,,,,,,,1,458.11,0,1,1583.34,0,0,0.0,2041.45,0.2244
524,726,5892,Front Fender - Left,694.04,,,,,,,,,Quarter Panel,930.78,,,,,,,,,1,694.04,0,1,930.78,0,0,0.0,1624.82,0.4271
525,727,2439,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,376.7,376.7,0.0
525,728,2439,Tail Light Assembly,879.92,,,,,,,,,,,,,,,,,,,1,879.92,0,0,0.0,0,0,0.0,879.92,1.0
525,729,2439,Tail Light Assembly,2117.02,,,,,,,,,,,,,,,,,,,1,2117.02,0,0,0.0,0,0,0.0,2117.02,1.0
526,730,5807,,,,,,,,,,,Rear Bumper Cover,279.61,,,,,,,,,0,0.0,0,1,279.61,0,0,0.0,279.61,0.0
527,731,490,,,,,,,,,,,Headlight Assembly - Left,734.58,Front Bumper Cover,647.56,,,,,,,0,0.0,0,2,1382.14,0,0,0.0,1382.14,0.0
528,732,4282,Tail Light Assembly,1234.67,,,,,,,,,Quarter Panel,4336.75,,,,,,,,,1,1234.67,0,1,4336.75,0,0,0.0,5571.42,0.2216
529,733,4972,Front Bumper Cover,932.23,Grille,452.3,,,,,,,,,,,,,,,,,2,1384.53,0,0,0.0,0,1,727.3,2111.83,0.6556
530,734,442,Quarter Panel,725.92,,,,,,,,,,,,,,,,,,,1,725.92,0,0,0.0,0,0,0.0,725.92,1.0
530,735,442,Rear Bumper Cover,958.93,,,,,,,,,,,,,,,,,,,1,958.93,0,0,0.0,0,0,0.0,958.93,1.0
530,736,442,,,,,,,,,,,Rear Bumper Cover,820.39,,,,,,,,,0,0.0,0,1,820.39,0,0,0.0,820.39,0.0
531,737,5501,,,,,,,,,,,Tail Light Assembly,1519.03,,,,,,,,,0,0.0,0,1,1519.03,0,0,0.0,1519.03,0.0
532,738,2624,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,2013.94,2013.94,0.0
532,739,2624,Grille,563.47,Headlight Assembly - Right,493.78,,,,,,,,,,,,,,,,,2,1057.25,0,0,0.0,0,1,632.19,1689.44,0.6258
533,740,714,Headlight Assembly - Right,385.7,,,,,,,,,Front Fender - Right,284.48,,,,,,,,,1,385.7,0,1,284.48,0,0,0.0,670.18,0.5755
534,741,4394,Front Bumper Cover,1596.56,Windshield,1100.93,,,,,,,,,,,,,,,,,2,2697.49,0,0,0.0,0,0,0.0,2697.49,1.0
534,742,4394,Front Bumper Cover,1151.89,Front Fender - Left,1078.82,Grille,282.26,,,,,,,,,,,,,,,3,2512.97,0,0,0.0,0,0,0.0,2512.97,1.0
534,743,4394,Front Bumper Cover,1265.01,Headlight Assembly - Left,992.23,,,,,,,,,,,,,,,,,2,2257.24,0,0,0.0,0,0,0.0,2257.24,1.0
535,744,6612,,,,,,,,,,,Grille,489.01,,,,,,,,,0,0.0,0,1,489.01,0,0,0.0,489.01,0.0
536,745,1611,Quarter Panel,1264.67,Rear Bumper Cover,537.15,,,,,,,,,,,,,,,,,2,1801.82,0,0,0.0,0,0,0.0,1801.82,1.0
537,746,3538,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,1539.55,1539.55,0.0
537,747,3538,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,1119.29,1119.29,0.0
538,748,1321,,,,,,,,,,,Headlight Assembly - Right,835.84,,,,,,,,,0,0.0,0,1,835.84,0,0,0.0,835.84,0.0
539,749,2638,Quarter Panel,1751.18,Front Fender - Left,1051.38,,,,,,,,,,,,,,,,,2,2802.56,0,0,0.0,0,0,0.0,2802.56,1.0
540,750,5198,,,,,,,,,,,,,,,,,,,,,0,0.0,0,0,0.0,0,1,675.96,675.96,0.0
541,751,3216,,,,,,,,,,,Front Bumper Cover,662.88,,,,,,,,,0,0.0,0,1,662.88,0,0,0.0,662.88,0.0
542,752,1244,,,,,,,,,,,Quarter Panel,643.86,,,,,,,,,0,0.0,0,1,643.86,0,0,0.0,643.86,0.0
543,753,3532,Door Panel - Passenger,2647.3,,,,,,,,,,,,,,,,,,,1,2647.3,0,0,0.0,0,0,0.0,2647.3,1.0
