repair_id,claim_id,vehicle_id,repair_shop_contact_id,estimate_amount,approved_amount,invoice_amount,paid_amount,repair_start_date,repair_end_date,repair_status,make,model,vehicle_year,claim_status,claim_severity,loss_cause,incident_type,damage_severity,incident_state,liability_percentage,coverage_type,exposure_status,is_repeat_vehicle,is_synthetic_anomaly,anomaly_type,vehicle_claim_count,repair_duration_days,vehicle_age,invoice_vs_estimate_ratio,invoice_vs_approved_ratio,duplicate_flag
590,437,2027,15,2138.82,1999.14,1751.66,1745.21,2026-06-28,2026-07-02,In Progress,Toyota,Camry,2010,Closed,Low,Rear-end Collision,Vehicle Accident,Moderate,IL,92.46148249251,Liability,Closed,False,False,,1,4,16,0.8189842997540699,0.8762067689106315,False
592,439,1914,153,1052.74,1002.59,1042.17,1009.68,2025-06-04,2025-06-08,Completed,Honda,Civic,2011,Closed,Medium,Head-on Collision,Vehicle Accident,Minor,CA,93.7719494013258,Liability,Closed,False,False,,1,4,15,0.9899595341679808,1.0394777526207124,False
593,440,3788,220,2063.88,1983.23,2024.72,2031.99,2025-02-05,2025-02-12,Completed,Tesla,Model 3,2018,Closed,Low,Head-on Collision,Vehicle Accident,Minor,IL,100.0,Liability,Closed,False,False,,1,7,8,0.9810260286450763,1.020920417702435,False
594,441,5242,146,4551.43,4148.8,4153.79,4014.13,2026-05-16,2026-06-05,Scheduled,Toyota,Corolla,2023,Closed,Low,Hit and Run,Vehicle Accident,Severe,NY,100.0,Liability,Closed,False,False,,1,20,3,0.9126340512761922,1.0012027574238334,False
599,445,6263,14,1066.83,992.45,999.26,976.3,2025-07-31,2025-08-07,Completed,Nissan,Altima,2015,Open,Medium,Rollover,Vehicle Accident,Minor,NY,100.0,Liability,Closed,False,False,,1,7,11,0.9366628235051508,1.006861806640133,False
602,447,3842,95,732.49,735.24,771.68,731.39,2025-02-18,2025-02-19,Completed,Hyundai,Elantra,2021,Closed,High,Rollover,Vehicle Accident,Minor,NY,94.28647004777557,Liability,Open,False,False,,1,1,5,1.0535024368933363,1.0495620477667156,False
603,448,7246,15,900.45,852.49,927.3,869.83,2026-01-21,2026-01-25,Completed,Honda,Civic,2021,Open,Medium,Rear-end Collision,Vehicle Accident,Minor,OH,64.59830477034242,Liability,Under Review,False,False,,1,4,5,1.0298184241212727,1.0877546950697368,False
604,448,7246,15,895.01,833.35,810.3,784.33,2026-01-21,2026-01-25,Completed,Honda,Civic,2021,Open,Medium,Rear-end Collision,Vehicle Accident,Minor,OH,64.59830477034242,Liability,Under Review,False,False,,1,4,5,0.9053530128154992,0.9723405531889361,False
605,449,6134,29,2357.75,2202.57,2226.13,2177.54,2026-01-08,2026-01-18,Completed,Nissan,Altima,2024,Closed,Medium,Weather Related,Vehicle Accident,Moderate,NJ,78.00492530578029,Liability,Under Review,True,False,,3,10,2,0.9441755911356167,1.0106965953408973,False
608,451,6078,4,909.06,815.16,1028.94,854.29,2026-02-03,2026-02-04,Completed,Ford,Focus,2017,Closed,Medium,Weather Related,Vehicle Accident,Minor,CA,58.83486348708355,Liability,Open,True,False,,4,1,9,1.1318724836644447,1.2622552627704993,False
609,452,3308,38,844.84,745.79,839.21,784.32,2026-01-12,2026-01-22,In Progress,Honda,Civic,2008,Closed,Low,Parking Lot Incident,Vehicle Accident,Minor,TX,97.86246084405224,Liability,Closed,False,False,,1,10,18,0.9933360162871077,1.1252631437804208,False
610,453,7388,134,2428.19,2425.17,2752.29,2479.38,2026-03-27,2026-03-31,Completed,BMW,3 Series,2022,Reopened,Medium,Parking Lot Incident,Vehicle Accident,Minor,CA,89.44678504539115,Liability,Closed,False,False,,1,4,4,1.1334739044308724,1.134885389477851,False
615,456,5937,95,7538.08,6583.85,7642.87,6527.17,2025-09-01,2025-09-19,Scheduled,Chevrolet,Silverado,2016,Open,Medium,Rear-end Collision,Vehicle Accident,Severe,CA,84.14910694224494,Liability,Open,False,False,,1,18,10,1.0139014178676797,1.1608511737053546,False
617,458,4271,53,892.54,839.01,908.68,838.48,2026-05-23,2026-05-29,Completed,Hyundai,Elantra,2025,Open,Low,Weather Related,Vehicle Accident,Minor,TX,85.93023184555439,Liability,Open,False,False,,1,6,1,1.0180832231608667,1.0830383428087864,False
618,459,300,139,5625.02,5423.38,5314.3,5538.98,2025-12-12,2025-12-27,Completed,Tesla,Model 3,2017,Closed,Medium,Side Impact,Vehicle Accident,Moderate,TX,72.9438550801392,Liability,Under Review,False,False,,1,15,9,0.9447610852939189,0.9798870814879282,False
619,460,5591,61,5542.14,5227.05,6353.52,5345.24,2025-09-01,2025-09-18,Completed,Ford,F-150,2017,Closed,High,Rear-end Collision,Vehicle Accident,Severe,NY,62.773298402042215,Liability,Open,False,False,,1,17,9,1.1464019313839058,1.2155077912015382,False
620,460,5591,61,7265.52,7227.78,6719.94,6670.4,2025-09-01,2025-09-18,Completed,Ford,F-150,2017,Closed,High,Rear-end Collision,Vehicle Accident,Severe,NY,62.773298402042215,Liability,Open,False,False,,1,17,9,0.9249083341591516,0.9297377618023791,False
621,461,524,191,1178.24,1163.8,1306.02,1155.06,2026-05-26,2026-05-27,Completed,Toyota,Corolla,2020,Closed,Low,Side Impact,Vehicle Accident,Minor,NJ,39.13328318316601,Liability,Closed,False,False,,1,1,6,1.1084498913633893,1.1222031276851694,False
622,461,524,191,1131.24,1206.01,1072.47,1075.79,2026-05-26,2026-05-27,In Progress,Toyota,Corolla,2020,Closed,Low,Side Impact,Vehicle Accident,Minor,NJ,39.13328318316601,Liability,Closed,False,False,,1,1,6,0.9480481595417418,0.8892712332401888,False
623,461,524,191,1074.62,962.97,1182.99,1015.46,2026-05-26,2026-05-27,Completed,Toyota,Corolla,2020,Closed,Low,Side Impact,Vehicle Accident,Minor,NJ,39.13328318316601,Liability,Closed,False,False,,1,1,6,1.1008449498427353,1.2284806380261066,False
626,463,2386,93,1294.7,1162.54,1169.32,1218.87,2025-09-09,2025-09-15,Completed,Nissan,Altima,2020,Open,High,Weather Related,Vehicle Accident,Minor,NC,65.52693426848163,Liability,Open,False,False,,1,6,6,0.9031590329806132,1.0058320573915736,False
627,464,3796,148,1709.58,1585.59,1942.81,1476.88,2025-12-16,2025-12-25,In Progress,Ford,F-150,2016,Closed,Low,Parking Lot Incident,Vehicle Accident,Minor,TX,100.0,Liability,Closed,False,False,,1,9,10,1.1364253208390365,1.2252915318588034,False
628,465,4475,215,2744.96,2652.45,2734.1,2550.94,2025-04-12,2025-04-23,In Progress,Jeep,Grand Cherokee,2010,Closed,High,Weather Related,Vehicle Accident,Moderate,CA,100.0,Liability,Closed,False,False,,1,11,16,0.9960436581953835,1.0307828611283907,False
629,466,2188,186,1349.22,1228.92,1531.77,1214.71,2026-01-06,2026-01-08,In Progress,Ford,F-150,2016,Closed,Low,Parking Lot Incident,Vehicle Accident,Minor,FL,89.67253879013786,Liability,Under Review,False,False,,1,2,10,1.135300395784231,1.2464358949321355,False
630,466,2188,186,1529.04,1420.36,1397.93,1383.06,2026-01-06,2026-01-08,Completed,Ford,F-150,2016,Closed,Low,Parking Lot Incident,Vehicle Accident,Minor,FL,89.67253879013786,Liability,Under Review,False,False,,1,2,10,0.91425338774656,0.9842082288997157,False
631,466,2188,186,1650.68,1521.22,1755.48,1418.0,2026-01-06,2026-01-08,Scheduled,Ford,F-150,2016,Closed,Low,Parking Lot Incident,Vehicle Accident,Minor,FL,89.67253879013786,Liability,Under Review,False,False,,1,2,10,1.0634889863571377,1.1539948199471477,False
634,468,1654,217,4453.36,3927.56,3664.35,3558.72,2025-12-01,2025-12-18,Completed,Nissan,Altima,2019,Open,Low,Hit and Run,Vehicle Accident,Severe,CA,86.46172541330655,Liability,Closed,False,False,,1,17,7,0.8228281567176244,0.9329838372933832,True
635,468,1654,217,3383.0,3424.91,3628.62,3393.1,2025-12-01,2025-12-18,Completed,Nissan,Altima,2019,Open,Low,Hit and Run,Vehicle Accident,Severe,CA,86.46172541330655,Liability,Closed,False,False,,1,17,7,1.0726041974578775,1.0594789352128962,True
637,470,7153,171,952.06,913.16,858.33,854.0,2025-07-02,2025-07-08,Completed,Hyundai,Elantra,2020,Open,Medium,Parking Lot Incident,Vehicle Accident,Minor,NC,80.73807190088891,Liability,Open,False,False,,1,6,6,0.9015503224586686,0.9399557580270709,True
638,470,7153,171,669.34,584.29,652.25,561.28,2025-07-02,2025-07-08,Completed,Hyundai,Elantra,2020,Open,Medium,Parking Lot Incident,Vehicle Accident,Minor,NC,80.73807190088891,Liability,Open,False,False,,1,6,6,0.9744673857830101,1.1163121052901812,False
639,470,7153,171,835.19,839.64,838.06,860.2,2025-07-02,2025-07-08,Completed,Hyundai,Elantra,2020,Open,Medium,Parking Lot Incident,Vehicle Accident,Minor,NC,80.73807190088891,Liability,Open,False,False,,1,6,6,1.0034363438259557,0.9981182411509694,True
640,471,2306,45,1389.04,1297.59,1285.81,1285.9,2025-11-03,2025-11-09,Completed,Chevrolet,Silverado,2010,Open,High,Rear-end Collision,Vehicle Accident,Minor,TX,100.0,Liability,Open,False,False,,1,6,16,0.9256824857455509,0.9909216316401945,False
641,472,2989,13,3005.03,2858.21,3140.26,2772.01,2025-08-16,2025-08-28,Completed,Ford,F-150,2014,Closed,High,Side Impact,Vehicle Accident,Moderate,CA,79.7894157729296,Liability,Under Review,False,False,,1,12,12,1.0450012146301368,1.0986806427799218,False
645,475,2639,71,17862.41,15438.78,18360.59,15233.93,2025-10-27,2025-11-20,In Progress,BMW,X5,2024,Closed,Low,Head-on Collision,Vehicle Accident,Total Loss,CA,100.0,Liability,Closed,False,False,,1,24,2,1.0278898536087795,1.1892513527623296,True
646,475,2639,71,16745.23,14450.08,15600.77,14413.28,2025-10-27,2025-11-20,In Progress,BMW,X5,2024,Closed,Low,Head-on Collision,Vehicle Accident,Total Loss,CA,100.0,Liability,Closed,False,False,,1,24,2,0.9316545667034732,1.079632085081882,False
647,475,2639,71,18887.14,17529.48,18331.71,17196.58,2025-10-27,2025-11-20,In Progress,BMW,X5,2024,Closed,Low,Head-on Collision,Vehicle Accident,Total Loss,CA,100.0,Liability,Closed,False,False,,1,24,2,0.9705921595328885,1.0457646205135578,True
654,480,4865,52,717.97,684.76,715.72,635.04,2025-03-23,2025-03-29,Scheduled,Hyundai,Elantra,2020,Closed,Medium,Head-on Collision,Vehicle Accident,Minor,NY,86.39685836734692,Liability,Closed,False,False,,1,6,6,0.9968661643244147,1.0452129213154975,False
659,483,459,113,2946.27,2737.27,2917.79,2720.36,2025-11-16,2025-11-24,In Progress,Ford,F-150,2025,Closed,Medium,Side Impact,Vehicle Accident,Moderate,NJ,90.99136665043504,Liability,Open,False,False,,1,8,1,0.9903335403747789,1.0659489199092527,False
660,483,459,113,2667.28,2465.11,2726.24,2490.53,2025-11-16,2025-11-24,Completed,Ford,F-150,2025,Closed,Medium,Side Impact,Vehicle Accident,Moderate,NJ,90.99136665043504,Liability,Open,False,False,,1,8,1,1.0221049158693498,1.1059303641622482,False
661,483,459,113,3346.44,3203.99,3044.47,3135.79,2025-11-16,2025-11-24,Completed,Ford,F-150,2025,Closed,Medium,Side Impact,Vehicle Accident,Moderate,NJ,90.99136665043504,Liability,Open,False,False,,1,8,1,0.9097638087041751,0.9502120793136059,False
663,485,2702,217,5381.93,4901.77,4980.22,4882.98,2026-03-24,2026-04-09,In Progress,Toyota,Camry,2010,Closed,Medium,Hit and Run,Vehicle Accident,Severe,CA,75.2146449380553,Liability,Closed,False,False,,1,16,16,0.9253594899970828,1.016004422892139,False
664,485,2702,217,3528.79,3069.94,3905.64,3086.89,2026-03-24,2026-04-09,Completed,Toyota,Camry,2010,Closed,Medium,Hit and Run,Vehicle Accident,Severe,CA,75.2146449380553,Liability,Closed,False,False,,1,16,16,1.1067929800299818,1.2722203039798823,False
668,488,7699,119,2156.07,2012.76,2058.06,1892.44,2026-03-13,2026-03-17,Completed,Mercedes-Benz,C-Class,2015,Open,Medium,Rear-end Collision,Vehicle Accident,Minor,GA,86.67045508060325,Liability,Open,False,False,,1,4,11,0.9545422922261335,1.022506409109879,False
669,488,7699,119,2902.179406924469,2309.24,3188.859047028517,3294.6041674265102,2026-03-13,2026-03-17,Completed,Mercedes-Benz,C-Class,2015,Open,Medium,Rear-end Collision,Vehicle Accident,Minor,GA,86.67045508060325,Liability,Open,False,True,combo,1,4,11,1.0987808125920966,1.380912788202403,False
670,489,605,208,1002.58,885.52,1040.31,915.87,2025-03-26,2025-03-30,Completed,Toyota,Camry,2010,Open,Low,Side Impact,Vehicle Accident,Minor,OH,55.71019967623339,Liability,Open,False,False,,1,4,16,1.0376329070996828,1.1748012467250881,False
672,491,3212,147,1115.99,1087.96,1268.84,1081.68,2026-06-18,2026-06-26,Completed,Subaru,Outback,2024,Closed,Medium,Hit and Run,Vehicle Accident,Minor,TX,87.324215693538,Liability,Open,False,False,,1,8,2,1.1369635928637352,1.1662561123570718,False
673,491,3212,147,1092.98,1013.3,1180.26,981.17,2026-06-18,2026-06-26,Scheduled,Subaru,Outback,2024,Closed,Medium,Hit and Run,Vehicle Accident,Minor,TX,87.324215693538,Liability,Open,False,False,,1,8,2,1.0798550751157385,1.164768577913747,False
681,497,6299,184,2023.95,2019.46,2044.64,1979.83,2025-05-17,2025-05-18,Completed,Mercedes-Benz,C-Class,2013,Open,Medium,Head-on Collision,Vehicle Accident,Minor,CA,80.04430070044181,Liability,Open,False,False,,1,1,13,1.0102225845500137,1.0124686797460707,False
682,497,6299,184,2890.33,2591.82,3135.69,2622.0,2025-05-17,2025-05-18,Completed,Mercedes-Benz,C-Class,2013,Open,Medium,Head-on Collision,Vehicle Accident,Minor,CA,80.04430070044181,Liability,Open,False,False,,1,1,13,1.0848899606619313,1.2098409611778596,False
683,498,4701,68,5894.16,5341.4,6603.31,5529.43,2025-02-01,2025-02-09,Completed,Tesla,Model 3,2015,Closed,High,Rear-end Collision,Vehicle Accident,Moderate,NY,50.58977423687159,Liability,Closed,False,False,,1,8,11,1.1203140057277035,1.236250795671547,False
684,499,586,171,918.03,854.33,956.49,847.13,2025-10-31,2025-11-01,Completed,Honda,Civic,2008,Open,Low,Rear-end Collision,Vehicle Accident,Minor,CA,100.0,Liability,Closed,False,False,,1,1,18,1.0418940557498122,1.11957908536514,False
687,501,5207,218,864.72,849.14,890.9,820.85,2025-08-06,2025-08-07,In Progress,Ford,Focus,2023,Closed,Medium,Rollover,Vehicle Accident,Minor,NJ,67.28878062491546,Liability,Closed,False,False,,1,1,3,1.03027569617911,1.0491791695126833,False
688,502,4769,126,1327.0,1243.49,1432.04,1231.44,2025-11-22,2025-11-27,Completed,Honda,CR-V,2013,Open,Low,Weather Related,Vehicle Accident,Minor,TX,100.0,Liability,Open,False,False,,1,5,13,1.0791559909570458,1.151629687412042,False
697,507,2943,34,955.55,1025.67,928.54,922.6,2025-09-19,2025-09-23,Completed,Honda,Civic,2025,Closed,Medium,Rollover,Vehicle Accident,Minor,NY,84.03379196851229,Liability,Closed,False,False,,1,4,1,0.9717335565904452,0.9053009252488616,False
701,509,297,108,3050.29,2620.71,2920.01,2488.58,2025-07-16,2025-08-03,In Progress,Toyota,Corolla,2021,Open,Medium,Weather Related,Vehicle Accident,Severe,NY,88.15852366878445,Liability,Open,False,False,,1,18,5,0.9572893069183587,1.1142056923505463,False
704,511,1328,208,1172.64,1119.91,1224.83,1115.66,2026-01-18,2026-01-20,Completed,Honda,Civic,2008,Open,Medium,Hit and Run,Vehicle Accident,Minor,TX,100.0,Liability,Closed,False,False,,1,2,18,1.0445064128803383,1.0936860997758746,False
705,512,388,194,1436.15,1420.76,1556.44,1420.18,2025-06-03,2025-06-17,Completed,Hyundai,Elantra,2025,Open,Low,Rear-end Collision,Vehicle Accident,Moderate,NY,82.90199353248288,Liability,Closed,False,False,,1,14,1,1.083758660307071,1.0954981840704976,False
706,513,1925,93,3284.21,2960.89,3047.66,2892.44,2026-02-20,2026-02-24,Completed,Jeep,Grand Cherokee,2019,Open,Medium,Head-on Collision,Vehicle Accident,Moderate,GA,95.12163638111096,Liability,Open,False,False,,1,4,7,0.9279735461496067,1.0293053777749257,False
711,517,2303,212,4140.6,4053.7,4114.79,4043.64,2025-02-10,2025-03-04,Completed,Nissan,Altima,2025,Closed,Medium,Rear-end Collision,Vehicle Accident,Severe,OH,78.29900816353775,Liability,Open,False,False,,1,22,1,0.9937666038738346,1.0150701827959643,True
712,517,2303,212,4481.05,4495.88,4115.7,4166.44,2025-02-10,2025-03-04,Completed,Nissan,Altima,2025,Closed,Medium,Rear-end Collision,Vehicle Accident,Severe,OH,78.29900816353775,Liability,Open,False,False,,1,22,1,0.9184677698307315,0.9154381344697812,True
713,518,2979,173,1586.01,1585.34,1682.37,1576.72,2026-01-12,2026-01-16,In Progress,Jeep,Grand Cherokee,2018,Reopened,Low,Parking Lot Incident,Vehicle Accident,Minor,NJ,100.0,Liability,Under Review,False,False,,1,4,8,1.0607562373503319,1.0612045365662885,False
715,520,7189,173,1140.86,1098.51,1158.94,1126.99,2025-05-19,2025-05-26,Completed,Honda,Civic,2010,Open,Medium,Weather Related,Vehicle Accident,Minor,CA,100.0,Liability,Closed,False,False,,1,7,16,1.0158476938449943,1.0550108783716126,False
716,521,1967,157,6199.24,5723.8,6817.01,5560.17,2026-01-24,2026-02-23,In Progress,Subaru,Outback,2008,Closed,Low,Rear-end Collision,Vehicle Accident,Total Loss,NY,93.06445203670825,Liability,Closed,False,False,,1,30,18,1.0996525380530517,1.190993745413886,False
717,522,5264,37,1230.28,1187.69,1143.9,1108.3,2025-08-09,2025-08-16,In Progress,Subaru,Outback,2016,Open,Medium,Parking Lot Incident,Vehicle Accident,Minor,NY,86.3174811166608,Liability,Open,False,False,,1,7,10,0.9297883408654941,0.9631301097087624,False
718,522,5264,37,1349.33,1340.69,1471.91,1393.9,2025-08-09,2025-08-16,In Progress,Subaru,Outback,2016,Open,Medium,Parking Lot Incident,Vehicle Accident,Minor,NY,86.3174811166608,Liability,Open,False,False,,1,7,10,1.0908450860797583,1.0978749748263954,False
719,523,6086,64,5540.2,5520.17,5392.95,5601.33,2025-10-15,2025-11-11,In Progress,Hyundai,Elantra,2019,Open,High,Head-on Collision,Vehicle Accident,Total Loss,TX,75.98696699584116,Liability,Under Review,True,False,,2,27,7,0.9734215371286236,0.9769536083127874,False
720,524,6362,168,790.31,767.6,834.28,754.12,2026-01-19,2026-01-25,In Progress,Hyundai,Elantra,2024,Closed,Medium,Rear-end Collision,Vehicle Accident,Minor,OH,84.8115624007131,Liability,Open,False,False,,1,6,2,1.0556363958446686,1.0868681605002606,False
721,524,6362,168,955.09,865.74,928.93,814.56,2026-01-19,2026-01-25,Scheduled,Hyundai,Elantra,2024,Closed,Medium,Rear-end Collision,Vehicle Accident,Minor,OH,84.8115624007131,Liability,Open,False,False,,1,6,2,0.9726099111078537,1.072989581167556,False
724,527,1480,146,790.91,759.92,707.8,708.82,2026-02-01,2026-02-07,Completed,Hyundai,Elantra,2016,Closed,Medium,Weather Related,Vehicle Accident,Minor,TX,100.0,Liability,Closed,False,False,,1,6,10,0.8949185115879177,0.9314138330350563,False
725,527,1480,146,800.21,737.9,894.92,765.92,2026-02-01,2026-02-07,Completed,Hyundai,Elantra,2016,Closed,Medium,Weather Related,Vehicle Accident,Minor,TX,100.0,Liability,Closed,False,False,,1,6,10,1.1183564314367478,1.2127930613904323,False
726,527,1480,146,925.09,830.57,941.57,865.98,2026-02-01,2026-02-07,Scheduled,Hyundai,Elantra,2016,Closed,Medium,Weather Related,Vehicle Accident,Minor,TX,100.0,Liability,Closed,False,False,,1,6,10,1.0178144829151758,1.1336431607209507,False
728,529,3703,70,909.44,750.81,950.4,729.65,2025-09-03,2025-09-09,Completed,Honda,Civic,2012,Closed,Low,Parking Lot Incident,Vehicle Accident,Minor,NY,87.69845377900695,Liability,Open,True,False,,4,6,14,1.0450387051372272,1.265832900467495,False
729,530,2674,93,1939.49,1802.22,1723.14,1602.26,2025-05-09,2025-05-20,Completed,Nissan,Altima,2016,Open,Low,Rear-end Collision,Vehicle Accident,Moderate,NY,83.46999516183746,Liability,Open,False,False,,1,11,10,0.8884500564581411,0.9561207843659487,False
730,530,2674,93,3131.108350774945,2524.37,3605.015909283024,3249.784038134947,2025-05-09,2025-05-20,Completed,Nissan,Altima,2016,Open,Low,Rear-end Collision,Vehicle Accident,Moderate,NY,83.46999516183746,Liability,Open,False,True,combo,1,11,10,1.151354570144718,1.4280853873572512,False
733,533,7568,141,1026.11,949.7,1466.9001688294886,799.7,2026-03-09,2026-03-12,Scheduled,Toyota,Corolla,2017,Closed,Low,Side Impact,Vehicle Accident,Minor,GA,68.45049882916395,Liability,Under Review,False,True,invoice_spike,1,3,9,1.429573991900955,1.5445932071490878,False
736,535,3762,4,1115.6917607139246,889.17,1274.0311632129713,1108.7407997198627,2025-06-18,2025-06-22,In Progress,Hyundai,Elantra,2012,Closed,Low,Rear-end Collision,Vehicle Accident,Minor,TX,99.5421468373591,Liability,Open,False,True,combo,1,4,14,1.1419203834558447,1.4328319255181476,False
737,536,3483,98,2365.17,2329.83,1928.75,1936.45,2025-05-26,2025-05-28,Completed,BMW,X5,2017,Closed,Low,Weather Related,Vehicle Accident,Minor,FL,73.52646328914388,Liability,Open,False,False,,1,2,9,0.8154804940025453,0.8278501006511205,False
738,536,3483,98,2282.9,2126.15,2494.69,2043.73,2025-05-26,2025-05-28,Completed,BMW,X5,2017,Closed,Low,Weather Related,Vehicle Accident,Minor,FL,73.52646328914388,Liability,Open,False,False,,1,2,9,1.092772350957116,1.1733367824471461,False
739,537,3970,60,1257.17,1052.4,1046.44,1077.32,2025-05-12,2025-05-16,Completed,Subaru,Outback,2023,Open,Medium,Head-on Collision,Vehicle Accident,Minor,IL,100.0,Liability,Under Review,False,False,,1,4,3,0.832377482758895,0.9943367540858988,False
740,538,6260,92,2324.13,2155.65,2482.12,2115.79,2025-11-16,2025-11-18,Completed,Mercedes-Benz,C-Class,2019,Closed,Medium,Side Impact,Vehicle Accident,Minor,NY,77.12935123918624,Liability,Open,False,False,,1,2,7,1.0679781251479048,1.1514485190081878,False
742,540,5411,67,4234.55,4292.04,4286.39,4395.34,2026-03-02,2026-03-15,Scheduled,Toyota,Corolla,2015,Closed,Low,Parking Lot Incident,Vehicle Accident,Severe,NJ,100.0,Liability,Open,False,False,,1,13,11,1.0122421508778974,0.9986836096588103,False
744,542,2471,81,11812.38,11656.09,11935.39,11534.48,2025-09-14,2025-09-30,Completed,BMW,X5,2020,Open,High,Rear-end Collision,Vehicle Accident,Severe,PA,100.0,Liability,Closed,False,False,,1,16,6,1.010413650763013,1.0239617230134632,False
745,543,3505,72,2730.34,2615.04,3677.22,2595.31,2026-03-19,2026-03-28,In Progress,Jeep,Grand Cherokee,2008,Open,Low,Hit and Run,Vehicle Accident,Moderate,NC,100.0,Liability,Closed,False,False,,1,9,18,1.3467992997209137,1.406181167400881,False
746,544,7146,143,1502.08,1403.76,1448.67,1388.17,2026-01-09,2026-01-17,In Progress,Chevrolet,Silverado,2018,Open,Low,Rear-end Collision,Vehicle Accident,Minor,CA,100.0,Liability,Closed,False,False,,1,8,8,0.9644426395398382,1.0319926483159516,False
748,546,6829,177,3231.33,3285.66,3292.14,3238.89,2026-02-12,2026-02-13,Completed,Tesla,Model 3,2014,Closed,Low,Weather Related,Vehicle Accident,Minor,CA,61.21494627682755,Liability,Open,False,False,,1,1,12,1.0188188764378754,1.0019722064973247,False
749,546,6829,177,2521.53,2523.61,2352.37,2334.87,2026-02-12,2026-02-13,Completed,Tesla,Model 3,2014,Closed,Low,Weather Related,Vehicle Accident,Minor,CA,61.21494627682755,Liability,Open,False,False,,1,1,12,0.9329137468124511,0.9321448242795043,False
750,546,6829,177,2778.26,2649.83,3059.21,2615.95,2026-02-12,2026-02-13,Completed,Tesla,Model 3,2014,Closed,Low,Weather Related,Vehicle Accident,Minor,CA,61.21494627682755,Liability,Open,False,False,,1,1,12,1.1011244447963833,1.1544929297351152,False
751,547,4438,46,9997.67,9396.57,12146.91,9540.44,2026-05-24,2026-06-12,Completed,Tesla,Model 3,2008,Open,High,Hit and Run,Vehicle Accident,Severe,OH,85.45153022804247,Liability,Open,False,False,,1,19,18,1.2149740889627283,1.2926961646643402,False
752,547,4438,46,8876.17,7890.72,12783.02,7804.06,2026-05-24,2026-06-12,Completed,Tesla,Model 3,2008,Open,High,Hit and Run,Vehicle Accident,Severe,OH,85.45153022804247,Liability,Open,False,False,,1,19,18,1.4401504252397148,1.6200067927895045,False
753,548,7027,123,3268.24,3155.85,3794.52,3109.0,2026-04-08,2026-04-25,In Progress,Nissan,Altima,2015,Closed,High,Hit and Run,Vehicle Accident,Severe,FL,56.93814963528865,Liability,Closed,False,False,,1,17,11,1.1610285658335986,1.2023765388088787,False
755,550,5828,117,4754.75,4302.18,5013.67,4295.28,2025-11-26,2025-12-05,Completed,BMW,X5,2014,Open,High,Parking Lot Incident,Vehicle Accident,Moderate,NY,85.27157428328708,Liability,Under Review,False,False,,1,9,12,1.054455018665545,1.1653789474173557,False
758,552,2525,189,3630.14,3488.85,5489.42,3358.54,2025-12-23,2025-12-30,Completed,Chevrolet,Silverado,2018,Reopened,Low,Side Impact,Vehicle Accident,Moderate,NY,68.31024439476572,Liability,Under Review,False,False,,1,7,8,1.5121785936630543,1.5734181750433525,False
759,552,2525,189,2318.27,2268.22,3885.82,2266.38,2025-12-23,2025-12-30,Completed,Chevrolet,Silverado,2018,Reopened,Low,Side Impact,Vehicle Accident,Moderate,NY,68.31024439476572,Liability,Under Review,False,False,,1,7,8,1.676172318151035,1.7131583356111844,False
761,554,5592,207,2661.85,2451.34,3064.37,2399.19,2025-08-25,2025-09-01,In Progress,Tesla,Model 3,2018,Open,High,Parking Lot Incident,Vehicle Accident,Minor,TX,65.54261065064085,Liability,Open,False,False,,1,7,8,1.1512181377613313,1.250079548328669,False
762,555,1939,110,2769.3,2700.27,2492.58,2430.21,2025-11-02,2025-11-11,Completed,Jeep,Grand Cherokee,2010,Closed,High,Parking Lot Incident,Vehicle Accident,Moderate,GA,69.00090652816401,Liability,Closed,False,False,,1,9,16,0.9000758314375473,0.9230854692308547,False
763,555,1939,110,2853.92,2931.38,2880.11,2808.9,2025-11-02,2025-11-11,Completed,Jeep,Grand Cherokee,2010,Closed,High,Parking Lot Incident,Vehicle Accident,Moderate,GA,69.00090652816401,Liability,Closed,False,False,,1,9,16,1.0091768514884791,0.9825099441218812,False
764,556,7400,152,5635.86,5646.66,5367.46,5581.6,2025-02-28,2025-03-12,Completed,Chevrolet,Silverado,2010,Open,Low,Side Impact,Vehicle Accident,Severe,OH,100.0,Liability,Closed,False,False,,1,12,16,0.9523763897612787,0.950554841268998,False
765,557,6175,124,11190.66,9309.63,11918.72,9828.51,2026-05-13,2026-06-01,Completed,BMW,3 Series,2018,Open,High,Rear-end Collision,Vehicle Accident,Severe,NJ,89.25651359606428,Liability,Open,False,False,,1,19,8,1.065059612212327,1.2802571101107134,False
767,559,2682,160,1044.43,882.73,1203.24,880.7,2026-04-29,2026-05-05,Completed,Nissan,Altima,2011,Open,Low,Parking Lot Incident,Vehicle Accident,Minor,OH,100.0,Liability,Open,False,False,,1,6,15,1.1520542305372308,1.363089506417591,False
768,560,2279,170,874.84,796.63,849.7,791.48,2026-03-20,2026-03-28,Completed,Honda,Civic,2023,Open,Medium,Side Impact,Vehicle Accident,Minor,TX,100.0,Liability,Open,False,False,,1,8,3,0.9712633167207718,1.066618128867856,False
770,562,5714,80,2769.77,2712.25,2991.41,2684.51,2026-02-12,2026-02-20,Scheduled,Honda,CR-V,2009,Open,High,Side Impact,Vehicle Accident,Moderate,NY,100.0,Liability,Open,False,False,,1,8,17,1.080021084783213,1.1029256152640796,False
