repair_id,claim_id,vehicle_id,repair_shop_contact_id,invoice_amount,estimate_amount,approved_amount,paid_amount,repair_start_date,repair_end_date,damage_severity,liability_percentage,vehicle_year,make,model,claim_severity,loss_cause,incident_state,initial_damage_assessment,point_of_impact,airbags_deployed,weather_conditions,road_conditions,catastrophe_code,loss_date,reported_date,cost_type,cost_category,shop_city,shop_state,reserve_amount,is_repeat_vehicle,vehicle_claim_count
2703,1932,2107,220,5936.22,4799.01,4949.55,5000.33,2025-09-18,2025-10-04,Severe,60.26837912004719,2023,Ford,F-150,Medium,Side Impact,PA,Total Loss,Front Left Corner,True,Rain,Dry,,2025-09-14,2025-09-16,Labor,Repair,Sacramento,CA,12254.54,False,1
2704,1933,1845,23,6423.18,7074.28,6319.28,6623.98,2025-09-05,2025-09-09,Moderate,98.1767036011129,2014,Tesla,Model 3,Low,Parking Lot Incident,GA,Moderate,Rear,True,Clear,Wet,,2025-08-31,2025-09-07,Parts,Repair,El Paso,TX,4977.75,True,6
2705,1934,6406,205,908.98,919.15,876.2,866.14,2026-01-08,2026-01-11,Minor,100.0,2022,Toyota,Camry,Low,Hit and Run,NJ,Minor,Rear Left Corner,False,Ice,Wet,,2025-12-30,2026-01-01,Rental,Repair,Austin,TX,1639.56,False,1
2706,1935,780,149,939.64,1078.1,927.85,880.39,2025-03-03,2025-03-04,Minor,62.8998688429549,2015,Toyota,Camry,Medium,Rear-end Collision,TX,Minor,Rear Left Corner,False,Rain,Under Construction,,2025-02-27,2025-03-02,Labor,Repair,Albany,NY,1282.03,False,1
2707,1936,3272,117,26940.97107098675,12208.4,9746.69,9867.94,2026-03-23,2026-03-25,Total Loss,92.74770143103224,2018,Toyota,Camry,Medium,Head-on Collision,FL,Total Loss,Rear,True,Clear,Wet,,2026-03-14,2026-03-15,Labor,Repair,Sacramento,CA,9428.46,False,1
2708,1937,1990,39,2379.88,1991.82,2378.85,2479.29,2025-09-10,2025-09-19,Moderate,80.40405932919239,2015,Toyota,Corolla,High,Side Impact,NJ,Moderate,Rear,False,Clear,Dry,,2025-09-05,2025-09-05,Parts,Repair,Fresno,CA,1619.58,False,1
2709,1938,1817,160,1687.07,1441.04,1630.95,1667.56,2025-04-11,2025-04-16,Minor,74.08108015420427,2010,Toyota,Camry,Medium,Side Impact,FL,Minor,Rear,False,Snow,Dry,,2025-04-08,2025-04-09,Parts,Supplemental,Raleigh,NC,1347.81,False,1
2710,1939,4221,63,1322.33,1157.05,1298.6,1301.54,2025-04-25,2025-04-30,Minor,68.199079804193,2010,Subaru,Outback,High,Parking Lot Incident,FL,Moderate,Driver Side,False,Clear,Dry,,2025-04-19,2025-04-19,Labor,Repair,Columbus,OH,2323.26,False,1
2711,1940,2934,78,1387.22,1112.5,1409.35,1274.81,2026-04-01,2026-04-07,Minor,57.41357427272166,2015,Subaru,Outback,Medium,Parking Lot Incident,OH,Minor,Front,False,Clear,Wet,,2026-03-26,2026-03-30,Paint,Repair,Sacramento,CA,1376.67,False,1
2712,1940,2934,78,1250.83,1597.0,1181.79,1197.4,2026-04-01,2026-04-07,Minor,57.41357427272166,2015,Subaru,Outback,Medium,Parking Lot Incident,OH,Minor,Front,False,Clear,Wet,,2026-03-26,2026-03-30,Labor,Repair,Sacramento,CA,1376.67,False,1
2713,1941,5770,56,2526.230580645123,2791.133883255952,1731.98,2385.312269202647,2025-09-15,2025-09-17,Moderate,44.99735537065453,2012,Toyota,Camry,Medium,Parking Lot Incident,CA,Moderate,Front Left Corner,False,Ice,Dry,,2025-09-12,2025-09-18,Parts,Repair,Albany,NY,2616.33,True,5
2714,1941,5770,56,2313.89,2755.65,2208.22,2208.27,2025-09-15,2025-09-17,Moderate,44.99735537065453,2012,Toyota,Camry,Medium,Parking Lot Incident,CA,Moderate,Front Left Corner,False,Ice,Dry,,2025-09-12,2025-09-18,Parts,Repair,Albany,NY,2616.33,True,5
2715,1942,1428,149,1206.63,1080.72,1121.54,1121.16,2026-03-22,2026-03-26,Minor,81.2087547867642,2019,Nissan,Altima,Low,Rear-end Collision,NJ,Minor,Front,False,Clear,Dry,,2026-03-15,2026-03-16,Parts,Repair,Albany,NY,1239.44,False,1
2716,1943,3022,166,1227.36,1127.91,1168.09,1150.28,2025-07-20,2025-07-23,Minor,74.72635116432085,2017,Nissan,Altima,Low,Parking Lot Incident,FL,Minor,Front,False,Clear,Dry,,2025-07-13,2025-07-19,Labor,Repair,Toledo,OH,583.72,False,1
2717,1944,4685,18,1019.61,1087.53,957.95,987.99,2026-02-01,2026-02-06,Minor,100.0,2011,Hyundai,Elantra,Low,Rear-end Collision,NC,Moderate,Rear,False,Snow,Dry,,2026-01-30,2026-02-02,Towing,Repair,Orlando,FL,1982.68,True,5
2718,1944,4685,18,1078.53,1079.81,1019.61,1022.5,2026-02-01,2026-02-06,Minor,100.0,2011,Hyundai,Elantra,Low,Rear-end Collision,NC,Moderate,Rear,False,Snow,Dry,,2026-01-30,2026-02-02,Rental,Repair,Orlando,FL,1982.68,True,5
2719,1945,6549,13,1216.84,849.21,1130.19,1130.91,2026-05-26,2026-05-27,Minor,83.73041466903594,2010,Nissan,Altima,Low,Rear-end Collision,NJ,Minor,Rear Left Corner,False,Ice,Wet,,2026-05-24,2026-05-28,Parts,Supplemental,Durham,NC,915.76,False,1
2720,1946,2045,1,1000.8,1102.18,891.71,856.8,2025-08-20,2025-08-28,Minor,80.04610958155943,2024,Subaru,Outback,Low,Rear-end Collision,NJ,Minor,Front Left Corner,False,Fog,Wet,,2025-08-15,2025-08-17,Towing,Repair,Savannah,GA,1251.23,False,1
2721,1947,4846,168,5233.41,5062.85,4678.57,4485.7,2026-03-09,2026-03-20,Moderate,100.0,2020,Mercedes-Benz,C-Class,Medium,Rear-end Collision,CA,Moderate,Driver Side,False,Rain,Dry,,2026-03-05,2026-03-10,Parts,Repair,Orlando,FL,5792.55,False,1
2722,1948,1272,68,3448.903971255133,2497.401364302924,2407.53,3133.42203643111,2026-06-06,2026-06-13,Moderate,68.01399195984203,2023,Honda,Civic,Medium,Rollover,CA,Moderate,Driver Side,False,Clear,Dry,,2026-05-29,2026-05-29,Labor,Repair,Erie,PA,1925.35,False,1
2723,1949,2382,69,2489.08,2015.3,2574.07,2579.75,2025-05-04,2025-05-11,Moderate,79.54977484055671,2012,Nissan,Altima,Low,Parking Lot Incident,NJ,Moderate,Front,False,Rain,Dry,,2025-05-01,2025-05-05,Labor,Repair,El Paso,TX,1879.07,False,1
2724,1950,2383,113,1411.84,1400.97,1324.54,1299.82,2025-02-07,2025-02-08,Minor,97.5684740715173,2017,Ford,F-150,Medium,Parking Lot Incident,FL,Minor,Rear Left Corner,False,Clear,Wet,,2025-01-31,2025-02-06,Paint,Repair,Newark,NJ,1517.42,False,1
2725,1951,247,104,5216.43,4971.52,4754.31,4901.77,2025-09-05,2025-10-07,Total Loss,55.96655677445909,2021,Hyundai,Elantra,Low,Rear-end Collision,GA,Total Loss,Rear Right Corner,True,Clear,Dry,,2025-09-02,2025-09-11,Labor,Repair,Fresno,CA,4961.99,False,1
2726,1952,5271,112,1271.04,1062.79,1122.84,1148.01,2026-02-16,2026-02-18,Minor,95.66091041969284,2011,Chevrolet,Silverado,Medium,Side Impact,PA,Minor,Rear Left Corner,False,Snow,Dry,,2026-02-12,2026-02-21,Parts,Repair,Albany,NY,1530.08,False,1
2727,1953,5742,74,4057.95,4823.83,3624.53,3567.21,2026-02-16,2026-03-12,Severe,95.87782293121514,2018,Toyota,Camry,High,Head-on Collision,NY,Severe,Rear Right Corner,True,Rain,Dry,,2026-02-13,2026-02-13,Paint,Repair,Raleigh,NC,5796.52,False,1
2728,1953,5742,74,3902.12,4680.39,3836.59,3752.08,2026-02-16,2026-03-12,Severe,95.87782293121514,2018,Toyota,Camry,High,Head-on Collision,NY,Severe,Rear Right Corner,True,Rain,Dry,,2026-02-13,2026-02-13,Labor,Repair,Raleigh,NC,5796.52,False,1
2729,1954,6540,107,1699.66,1812.89,1613.37,1618.36,2025-06-10,2025-06-11,Minor,81.58668621136837,2018,Ford,F-150,High,Head-on Collision,PA,Minor,Rear,False,Fog,Icy,,2025-06-02,2025-06-05,Labor,Repair,Tampa,FL,1089.44,False,1
2730,1954,6540,107,1887.41,1577.39,1809.57,1754.19,2025-06-10,2025-06-11,Minor,81.58668621136837,2018,Ford,F-150,High,Head-on Collision,PA,Minor,Rear,False,Fog,Icy,,2025-06-02,2025-06-05,Labor,Supplemental,Tampa,FL,1089.44,False,1
2731,1955,6398,149,2682.19,1592.54,2773.66,2751.5,2025-12-31,2026-01-08,Moderate,100.0,2024,Toyota,Camry,Low,Head-on Collision,TX,Moderate,Rear Left Corner,False,Clear,Dry,,2025-12-26,2026-01-04,Labor,Supplemental,Albany,NY,2932.45,True,6
2732,1955,6398,149,2243.46,2037.3,2065.44,2077.74,2025-12-31,2026-01-08,Moderate,100.0,2024,Toyota,Camry,Low,Head-on Collision,TX,Moderate,Rear Left Corner,False,Clear,Dry,,2025-12-26,2026-01-04,Parts,Repair,Albany,NY,2932.45,True,6
2733,1956,6010,30,1534.83,1544.35,1543.18,1523.95,2025-04-14,2025-04-20,Minor,100.0,2022,Subaru,Outback,Low,Side Impact,PA,Moderate,Front,False,Clear,Dry,,2025-04-07,2025-04-15,Towing,Repair,Albany,NY,2715.93,False,1
2734,1956,6010,30,1346.66,1094.06,1211.28,1192.67,2025-04-14,2025-04-20,Minor,100.0,2022,Subaru,Outback,Low,Side Impact,PA,Moderate,Front,False,Clear,Dry,,2025-04-07,2025-04-15,Towing,Repair,Albany,NY,2715.93,False,1
2735,1957,5401,39,10624.85041616475,10604.926207046,4250.21,4036.49,2025-10-17,2025-10-25,Moderate,65.51842650372048,2011,Mercedes-Benz,C-Class,Low,Parking Lot Incident,IL,Moderate,Driver Side,False,Rain,Dry,,2025-10-15,2025-10-15,Labor,Repair,Fresno,CA,5258.63,False,1
2736,1958,2555,174,10932.57,10690.0,10385.39,10113.31,2026-06-08,2026-06-24,Severe,79.77085605497624,2017,Mercedes-Benz,C-Class,High,Side Impact,GA,Moderate,Driver Side,True,Clear,Dry,,2026-06-01,2026-06-04,Parts,Repair,Pittsburgh,PA,4160.13,False,1
2737,1958,2555,174,9922.4,13564.14,9335.8,9611.78,2026-06-08,2026-06-24,Severe,79.77085605497624,2017,Mercedes-Benz,C-Class,High,Side Impact,GA,Moderate,Driver Side,True,Clear,Dry,,2026-06-01,2026-06-04,Labor,Repair,Pittsburgh,PA,4160.13,False,1
2738,1959,1950,36,4496.322986437221,4474.832625770044,2448.77,2566.41,2025-07-25,2025-07-31,Moderate,90.8929290756773,2013,Chevrolet,Silverado,Low,Side Impact,OH,Moderate,Front Left Corner,False,Clear,Dry,,2025-07-21,2025-07-25,Paint,Repair,El Paso,TX,2627.41,False,1
2739,1960,5080,10,4839.45,5546.79,4731.85,4783.92,2025-06-08,2025-06-28,Severe,83.55679148021613,2012,Jeep,Grand Cherokee,Medium,Rear-end Collision,NJ,Severe,Rear Left Corner,True,Snow,Wet,,2025-06-06,2025-06-13,Rental,Repair,El Paso,TX,4591.85,False,1
2740,1961,5301,59,3845.04,4487.42,3472.54,3611.78,2026-07-14,2026-08-02,Severe,78.96505464401501,2018,Hyundai,Elantra,Low,Head-on Collision,TX,Total Loss,Passenger Side,True,Clear,Dry,,2026-07-11,2026-07-13,Parts,Repair,Newark,NJ,7537.46,True,4
2741,1962,3515,30,2811.68,3131.51,2483.79,2485.97,2025-11-11,2025-11-14,Minor,73.15700110796524,2020,Tesla,Model 3,Low,Rear-end Collision,NJ,Minor,Rear,False,Rain,Dry,,2025-11-06,2025-11-13,Labor,Repair,Albany,NY,3694.56,False,1
2742,1963,1412,204,1459.28,1308.71,1246.91,1313.42,2025-03-07,2025-03-17,Minor,72.05049971068907,2016,Toyota,Camry,Low,Rear-end Collision,CA,Minor,Front,False,Clear,Dry,,2025-03-05,2025-03-14,Parts,Repair,Albany,NY,1493.35,False,1
2743,1964,6068,116,3578.15,2689.2,3521.21,3476.09,2026-04-21,2026-05-06,Severe,88.30824044169718,2008,Toyota,Corolla,Medium,Head-on Collision,IL,Total Loss,Rear Right Corner,True,Clear,Dry,,2026-04-12,2026-04-17,Parts,Repair,Tampa,FL,5681.62,True,3
2744,1964,6068,116,3533.01,3621.74,3586.56,3408.83,2026-04-21,2026-05-06,Severe,88.30824044169718,2008,Toyota,Corolla,Medium,Head-on Collision,IL,Total Loss,Rear Right Corner,True,Clear,Dry,,2026-04-12,2026-04-17,Parts,Repair,Tampa,FL,5681.62,True,3
2745,1965,4964,72,2112.84,2769.43,2068.71,1976.79,2025-06-07,2025-06-16,Moderate,69.00483992497838,2013,Toyota,Corolla,High,Hit and Run,NY,Severe,Passenger Side,False,Rain,Icy,,2025-06-05,2025-06-13,Administrative,Repair,Sacramento,CA,2889.1,False,1
2746,1966,3548,162,13254.86,16358.3,12039.3,12018.21,2026-06-05,2026-07-06,Total Loss,100.0,2015,BMW,3 Series,Low,Side Impact,CA,Total Loss,Front Right Corner,True,Ice,Icy,,2026-05-31,2026-06-05,Paint,Repair,Sacramento,CA,19359.49,False,1
2747,1967,2677,205,4847.87,4038.38,4370.25,4368.61,2025-05-21,2025-06-07,Severe,82.95398415166683,2018,Toyota,Camry,Medium,Rear-end Collision,TX,Severe,Front Left Corner,True,Clear,Dry,,2025-05-12,2025-05-18,Labor,Repair,Austin,TX,6049.88,False,1
2748,1968,5097,200,1088.4,1032.9,949.95,956.38,2025-10-15,2025-10-19,Minor,78.0676663185245,2023,Honda,CR-V,Low,Head-on Collision,NJ,Minor,Rear Left Corner,False,Clear,Wet,,2025-10-13,2025-10-13,Labor,Repair,Orlando,FL,1002.33,False,1
2749,1968,5097,200,1031.71,1105.47,1023.86,1072.13,2025-10-15,2025-10-19,Minor,78.0676663185245,2023,Honda,CR-V,Low,Head-on Collision,NJ,Minor,Rear Left Corner,False,Clear,Wet,,2025-10-13,2025-10-13,Parts,Repair,Orlando,FL,1002.33,False,1
2750,1969,3845,185,4963.73,5428.45,4460.77,4271.25,2025-11-09,2025-11-21,Severe,78.46623173111092,2015,Honda,CR-V,Medium,Head-on Collision,GA,Severe,Rear Right Corner,True,Clear,Dry,,2025-11-01,2025-11-09,Rental,Repair,Austin,TX,7751.03,True,5
2751,1970,2362,214,867.84,864.35,880.67,884.33,2025-04-11,2025-04-15,Minor,92.44787937534753,2014,Nissan,Altima,Low,Parking Lot Incident,CA,Minor,Rear Right Corner,False,Clear,Dry,,2025-04-03,2025-04-09,Towing,Repair,El Paso,TX,1366.02,False,1
2752,1970,2362,214,1002.51,696.83,1008.3,1012.17,2025-04-11,2025-04-15,Minor,92.44787937534753,2014,Nissan,Altima,Low,Parking Lot Incident,CA,Minor,Rear Right Corner,False,Clear,Dry,,2025-04-03,2025-04-09,Parts,Supplemental,El Paso,TX,1366.02,False,1
2753,1971,1124,15,4047.7,4179.84,3664.28,3672.69,2025-04-17,2025-04-25,Moderate,61.0502907475228,2021,BMW,3 Series,Low,Parking Lot Incident,CA,Moderate,Front Left Corner,False,Clear,Dry,,2025-04-14,2025-04-14,Paint,Repair,El Paso,TX,4577.93,False,1
2754,1971,1124,15,3344.73,3839.29,3413.86,3272.12,2025-04-17,2025-04-25,Moderate,61.0502907475228,2021,BMW,3 Series,Low,Parking Lot Incident,CA,Moderate,Front Left Corner,False,Clear,Dry,,2025-04-14,2025-04-14,Labor,Repair,El Paso,TX,4577.93,False,1
2755,1972,2522,101,2118.9,1675.51,1929.04,1975.25,2025-08-05,2025-08-16,Moderate,100.0,2016,Toyota,Corolla,High,Hit and Run,IL,Minor,Rear Right Corner,False,Rain,Under Construction,,2025-08-03,2025-08-08,Administrative,Supplemental,Durham,NC,918.24,False,1
2756,1972,2522,101,1750.76,1323.95,1613.91,1596.63,2025-08-05,2025-08-16,Moderate,100.0,2016,Toyota,Corolla,High,Hit and Run,IL,Minor,Rear Right Corner,False,Rain,Under Construction,,2025-08-03,2025-08-08,Parts,Repair,Durham,NC,918.24,False,1
2757,1973,5872,65,984.81,736.7,1051.98,958.37,2025-06-29,2025-07-02,Minor,94.68650042316908,2025,Hyundai,Elantra,Low,Rear-end Collision,NY,Minor,Driver Side,False,Rain,Dry,,2025-06-20,2025-06-26,Labor,Repair,Jersey City,NJ,1086.75,False,1
2758,1974,5840,189,5693.51,3523.84,5427.48,5439.68,2025-03-21,2025-04-07,Severe,77.41219080086408,2012,Honda,Civic,High,Rollover,GA,Severe,Passenger Side,True,Clear,Dry,,2025-03-12,2025-03-20,Parts,Supplemental,Austin,TX,3267.82,False,1
2759,1975,1099,130,1008.22,543.19,1029.02,1005.2,2025-03-31,2025-04-09,Minor,61.22971880161335,2009,Subaru,Outback,Medium,Side Impact,PA,Minor,Rear Left Corner,False,Rain,Dry,,2025-03-27,2025-03-29,Labor,Repair,Jersey City,NJ,1132.42,False,1
2760,1976,798,214,1227.74,1019.6,1177.95,1208.53,2025-06-18,2025-06-24,Minor,100.0,2022,Jeep,Grand Cherokee,Low,Parking Lot Incident,FL,Minor,Rear Left Corner,False,Ice,Dry,,2025-06-12,2025-06-15,Parts,Repair,El Paso,TX,2248.18,False,1
2761,1976,798,214,1223.65,934.98,1073.43,1062.36,2025-06-18,2025-06-24,Minor,100.0,2022,Jeep,Grand Cherokee,Low,Parking Lot Incident,FL,Minor,Rear Left Corner,False,Ice,Dry,,2025-06-12,2025-06-15,Parts,Repair,El Paso,TX,2248.18,False,1
2762,1976,798,214,1075.45,1351.24,1039.22,1012.19,2025-06-18,2025-06-24,Minor,100.0,2022,Jeep,Grand Cherokee,Low,Parking Lot Incident,FL,Minor,Rear Left Corner,False,Ice,Dry,,2025-06-12,2025-06-15,Parts,Repair,El Paso,TX,2248.18,False,1
2763,1977,6566,194,1864.42,1965.89,1756.29,1802.55,2026-05-23,2026-05-31,Moderate,75.77793294426893,2024,Nissan,Altima,Low,Side Impact,OH,Moderate,Rear Left Corner,True,Wind,Dry,,2026-05-14,2026-05-23,Labor,Repair,Jersey City,NJ,2120.87,False,1
2764,1978,2545,125,2719.61,2181.51,2392.47,2358.1,2025-06-26,2025-07-03,Minor,100.0,2012,BMW,3 Series,Low,Side Impact,NY,Minor,Driver Side,False,Wind,Dry,,2025-06-18,2025-06-25,Labor,Repair,Newark,NJ,2001.79,False,1
2765,1979,2073,202,15302.361705328323,6342.93,5593.32,5482.32,2026-03-09,2026-03-11,Severe,49.31682795114939,2025,Jeep,Grand Cherokee,Low,Side Impact,NY,Severe,Rear Right Corner,True,Clear,Dry,,2026-03-03,2026-03-09,Parts,Repair,Austin,TX,5583.23,False,1
2766,1979,2073,202,4925.66,5003.74,4881.15,4947.32,2026-03-09,2026-03-27,Severe,49.31682795114939,2025,Jeep,Grand Cherokee,Low,Side Impact,NY,Severe,Rear Right Corner,True,Clear,Dry,,2026-03-03,2026-03-09,Labor,Repair,Austin,TX,5583.23,False,1
2767,1980,3865,96,5265.75,6089.67,4995.15,4865.32,2025-12-09,2025-12-17,Moderate,95.30999547563418,2025,BMW,X5,Low,Rear-end Collision,TX,Severe,Rear,False,Rain,Debris,,2025-12-01,2025-12-06,Paint,Repair,Peoria,IL,9906.82,False,1
2768,1981,1953,65,895.33,1150.55,852.7,875.08,2025-03-06,2025-03-10,Minor,58.5014264207127,2023,Toyota,Camry,Low,Rear-end Collision,PA,Minor,Front Right Corner,False,Fog,Dry,,2025-02-27,2025-03-03,Labor,Repair,Jersey City,NJ,426.64,False,1
2769,1981,1953,65,1368.02,1160.71,1243.15,1220.4,2025-03-06,2025-03-10,Minor,58.5014264207127,2023,Toyota,Camry,Low,Rear-end Collision,PA,Minor,Front Right Corner,False,Fog,Dry,,2025-02-27,2025-03-03,Labor,Supplemental,Jersey City,NJ,426.64,False,1
2770,1982,76,110,5708.4,4872.57,5599.9,5817.05,2025-06-21,2025-07-19,Total Loss,56.56941563488917,2018,Nissan,Altima,Medium,Rear-end Collision,NC,Total Loss,Rear Left Corner,False,Clear,Dry,,2025-06-15,2025-06-20,Labor,Repair,Jersey City,NJ,6808.7,False,1
2771,1983,5223,207,1120.55,1145.44,1016.24,1025.34,2025-04-03,2025-04-04,Minor,76.75137955794963,2018,Toyota,Corolla,Low,Side Impact,GA,Minor,Passenger Side,False,Clear,Wet,,2025-03-27,2025-04-05,Towing,Repair,Buffalo,NY,982.91,False,1
2772,1984,4259,80,1152.24,1000.19,1139.58,1161.3,2025-05-21,2025-05-28,Minor,87.48485762266081,2022,Jeep,Grand Cherokee,Low,Hit and Run,IL,Minor,Front Left Corner,False,Clear,Wet,,2025-05-14,2025-05-14,Paint,Repair,Newark,NJ,1274.63,False,1
2773,1984,4259,80,1300.61,679.15,1234.33,1197.64,2025-05-21,2025-05-28,Minor,87.48485762266081,2022,Jeep,Grand Cherokee,Low,Hit and Run,IL,Minor,Front Left Corner,False,Clear,Wet,,2025-05-14,2025-05-14,Labor,Repair,Newark,NJ,1274.63,False,1
2774,1985,6537,59,2371.39,2589.3,2157.65,2186.09,2026-01-20,2026-01-30,Moderate,90.00383229761385,2023,Hyundai,Elantra,Low,Head-on Collision,NY,Moderate,Front,False,Wind,Dry,,2026-01-16,2026-01-20,Labor,Repair,Newark,NJ,1873.73,False,1
2775,1986,5018,123,4603.8,4880.48,4436.74,4382.58,2025-06-19,2025-07-07,Severe,77.51953164379249,2023,Toyota,Camry,Low,Side Impact,NJ,Severe,Rear,False,Fog,Dry,,2025-06-15,2025-06-19,Paint,Repair,Springfield,IL,3197.62,False,1
2776,1987,5727,59,2235.2,2707.75,1795.36,1798.63,2026-01-28,2026-02-11,Moderate,98.33249937540587,2021,Ford,Focus,Low,Hit and Run,OH,Severe,Passenger Side,False,Fog,Debris,CAT-2025-WINTER-OH,2026-01-22,2026-01-25,Parts,Repair,Newark,NJ,2368.41,False,1
2777,1988,1498,61,3254.32,3846.24,2871.76,2765.41,2026-05-07,2026-05-13,Moderate,55.68516144377415,2009,Honda,CR-V,Low,Rear-end Collision,CA,Severe,Front,False,Clear,Dry,,2026-05-02,2026-05-05,Parts,Repair,Peoria,IL,4787.04,False,1
2778,1989,3431,159,1245.25,1025.63,1068.05,1093.87,2025-05-22,2025-05-23,Minor,93.37440512272124,2009,Ford,Focus,Low,Side Impact,TX,Minor,Passenger Side,False,Ice,Dry,,2025-05-17,2025-05-25,Labor,Repair,Buffalo,NY,988.64,False,1
2779,1990,2966,148,5748.83,5559.04,5820.57,5673.09,2025-10-09,2025-11-11,Total Loss,79.47594229385182,2025,Honda,Civic,Medium,Parking Lot Incident,PA,Total Loss,Rear Right Corner,True,Clear,Dry,,2025-09-30,2025-10-02,Paint,Repair,Tampa,FL,7618.09,False,1
2780,1990,2966,148,6353.84,4902.93,6569.24,6395.95,2025-10-09,2025-11-11,Total Loss,79.47594229385182,2025,Honda,Civic,Medium,Parking Lot Incident,PA,Total Loss,Rear Right Corner,True,Clear,Dry,,2025-09-30,2025-10-02,Paint,Repair,Tampa,FL,7618.09,False,1
2781,1991,6016,204,1506.2,1276.84,1440.71,1461.41,2026-03-10,2026-03-15,Minor,42.28161282532784,2016,Chevrolet,Silverado,Medium,Parking Lot Incident,CA,Minor,Driver Side,False,Rain,Wet,,2026-03-05,2026-03-12,Labor,Repair,Albany,NY,1224.44,False,1
2782,1992,1967,139,3089.69,3116.86,2845.27,2986.02,2025-08-11,2025-08-12,Minor,77.8400850156628,2016,Tesla,Model 3,Medium,Side Impact,FL,Minor,Front,False,Rain,Dry,,2025-08-05,2025-08-09,Rental,Repair,Pittsburgh,PA,2435.6,False,1
2783,1993,1105,39,1856.69,1393.62,1660.13,1641.91,2026-05-31,2026-06-07,Minor,100.0,2013,Ford,F-150,Medium,Rear-end Collision,NJ,Minor,Rear Left Corner,False,Clear,Dry,,2026-05-26,2026-05-26,Rental,Supplemental,Fresno,CA,1401.9,False,1
2784,1993,1105,39,1110.79,1245.22,1041.54,1043.34,2026-05-31,2026-06-07,Minor,100.0,2013,Ford,F-150,Medium,Rear-end Collision,NJ,Minor,Rear Left Corner,False,Clear,Dry,,2026-05-26,2026-05-26,Parts,Repair,Fresno,CA,1401.9,False,1
2785,1994,3298,112,3088.33,2251.4,3066.31,3245.77,2025-05-02,2025-05-11,Moderate,62.72991614769279,2025,Honda,CR-V,Medium,Rear-end Collision,NY,Moderate,Passenger Side,False,Clear,Dry,,2025-04-29,2025-05-03,Parts,Repair,Albany,NY,2569.82,False,1
2786,1995,843,149,8352.47,9561.28,8065.21,8129.57,2025-12-06,2025-12-22,Severe,94.70120570982854,2008,Mercedes-Benz,C-Class,Low,Rollover,TX,Total Loss,Passenger Side,False,Clear,Wet,,2025-12-03,2025-12-08,Labor,Repair,Albany,NY,21273.11,True,4
2787,1996,4239,167,1534.95,1800.37,1581.11,1494.06,2025-12-28,2026-01-04,Minor,100.0,2011,Chevrolet,Silverado,High,Side Impact,FL,Minor,Passenger Side,False,Snow,Dry,,2025-12-21,2025-12-27,Paint,Repair,Columbus,OH,1457.14,False,1
2788,1996,4239,167,1553.43,1284.74,1425.57,1369.02,2025-12-28,2026-01-04,Minor,100.0,2011,Chevrolet,Silverado,High,Side Impact,FL,Minor,Passenger Side,False,Snow,Dry,,2025-12-21,2025-12-27,Labor,Repair,Columbus,OH,1457.14,False,1
2789,1996,4239,167,1480.43,1590.75,1455.97,1470.51,2025-12-28,2026-01-04,Minor,100.0,2011,Chevrolet,Silverado,High,Side Impact,FL,Minor,Passenger Side,False,Snow,Dry,,2025-12-21,2025-12-27,Rental,Repair,Columbus,OH,1457.14,False,1
2790,1997,6374,122,899.68,866.59,846.04,865.54,2025-07-23,2025-07-28,Minor,58.06135420524728,2023,Nissan,Altima,Low,Hit and Run,IL,Minor,Rear Right Corner,False,Snow,Wet,,2025-07-21,2025-07-26,Paint,Repair,Sacramento,CA,1151.24,False,1
2791,1997,6374,122,787.5,769.3,723.51,686.87,2025-07-23,2025-07-28,Minor,58.06135420524728,2023,Nissan,Altima,Low,Hit and Run,IL,Minor,Rear Right Corner,False,Snow,Wet,,2025-07-21,2025-07-26,Paint,Repair,Sacramento,CA,1151.24,False,1
2792,1998,6312,29,1843.62,1026.22,1861.72,1957.03,2025-04-24,2025-04-30,Minor,100.0,2011,Toyota,Camry,Medium,Hit and Run,PA,Minor,Front Left Corner,False,Snow,Dry,,2025-04-22,2025-04-24,Towing,Repair,Tampa,FL,1181.33,False,1
2793,1998,6312,29,1698.89,1089.21,1791.66,1753.38,2025-04-24,2025-04-30,Minor,100.0,2011,Toyota,Camry,Medium,Hit and Run,PA,Minor,Front Left Corner,False,Snow,Dry,,2025-04-22,2025-04-24,Parts,Repair,Tampa,FL,1181.33,False,1
2794,1999,3408,48,2113.37,1620.53,1848.49,1847.55,2025-03-15,2025-03-21,Minor,68.02050201348527,2015,Honda,CR-V,Low,Rear-end Collision,FL,Minor,Rear,False,Clear,Dry,,2025-03-08,2025-03-15,Parts,Supplemental,Orlando,FL,1452.65,False,1
2795,2000,2109,75,1014.26,1033.7,878.23,858.09,2025-10-04,2025-10-08,Minor,100.0,2020,Subaru,Outback,Low,Rollover,IL,Minor,Rear Right Corner,False,Clear,Dry,,2025-09-26,2025-09-28,Rental,Repair,Macon,GA,1602.78,False,1
2796,2001,5118,172,6728.39,4570.23,6736.59,6821.97,2025-08-06,2025-08-11,Moderate,86.48960710523782,2011,BMW,X5,Low,Parking Lot Incident,NY,Moderate,Front Right Corner,False,Rain,Wet,,2025-08-01,2025-08-02,Paint,Repair,Tampa,FL,5882.7,False,1
